"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2013"	"2013"	"Disorders of glossopharyngeal nerve"	"G52.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Brachial plexus disorders"	"G54.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Thoracic root disorders, not elsewhere classified"	"G54.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mononeuritis multiplex"	"G58.7"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified myoneural disorders"	"G70.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Primary disorder of muscle, unspecified"	"G71.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Infantile hemiplegia"	"G80.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Monoplegia of lower limb"	"G83.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Monoplegia of upper limb"	"G83.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Monoplegia, unspecified"	"G83.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Idiopathic peripheral autonomic neuropathy"	"G90.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Postviral fatigue syndrome"	"G93.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other paralytic strabismus"	"H49.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Otitis externa, unspecified"	"H60.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Meniere's disease"	"H81.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute rheumatic heart disease, unspecified"	"I01.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rheumatic aortic insufficiency"	"I06.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tricuspid stenosis"	"I07.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified rheumatic heart diseases"	"I09.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute transmural myocardial infarction of inferior wall"	"I21.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Arteriovenous fistula of pulmonary vessels"	"I28.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified diseases of pericardium"	"I31.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other nonrheumatic tricuspid valve disorders"	"I36.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Atrioventricular block, first degree"	"I44.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Left anterior fascicular block"	"I44.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Atrial premature depolarization"	"I49.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Subarachnoid haemorrhage from basilar artery"	"I60.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Aneurysm of artery of upper extremity"	"I72.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Phlebitis and thrombophlebitis of other sites"	"I80.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute pharyngitis due to other specified organisms"	"J02.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute laryngitis"	"J04.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pneumonia due to streptococcus, group B"	"J15.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Allergic rhinitis, unspecified"	"J30.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic frontal sinusitis"	"J32.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Abscess, furuncle and carbuncle of nose"	"J34.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Deviated nasal septum"	"J34.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other emphysema"	"J43.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pleural plaque with presence of asbestos"	"J92.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Dental caries, unspecified"	"K02.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Major anomalies of jaw size"	"K07.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disease of salivary gland, unspecified"	"K11.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Gastric ulcer, chronic without haemorrhage or perforation"	"K25.7"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Gastrojejunal ulcer, chronic without haemorrhage or perforation"	"K28.7"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other appendicitis"	"K36"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified diseases of appendix"	"K38.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bilateral inguinal hernia, with obstruction, without gangrene"	"K40.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bilateral inguinal hernia, without obstruction or gangrene"	"K40.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unilateral or unspecified femoral hernia, without obstruction or gangrene"	"K41.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ischiorectal abscess"	"K61.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Enteroptosis"	"K63.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other chronic hepatitis, not elsewhere classified"	"K73.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Granulomatous hepatitis, not elsewhere classified"	"K75.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Peliosis hepatis"	"K76.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hepatic veno-occlusive disease"	"K76.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other cholelithiasis"	"K80.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hydrops of gallbladder"	"K82.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Staphylococcal scalded skin syndrome"	"L00"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cellulitis of finger and toe"	"L03.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Generalized skin eruption due to drugs and medicaments"	"L27.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Febrile neutrophilic dermatosis [Sweet]"	"L98.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Seronegative rheumatoid arthritis"	"M06.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Adult-onset Still's disease"	"M06.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other chondrocalcinosis"	"M11.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified arthritis"	"M13.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Contracture of joint"	"M24.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Neuromuscular scoliosis"	"M41.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other secondary scoliosis"	"M41.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spondylolysis"	"M43.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Infection of intervertebral disc (pyogenic)"	"M46.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ankylosing hyperostosis [Forestier]"	"M48.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other cervical disc displacement"	"M50.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Dorsopathy, unspecified"	"M53.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Enthesopathy, unspecified"	"M77.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Myalgia"	"M79.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Neuralgia and neuritis, unspecified"	"M79.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Drug-induced osteoporosis with pathological fracture"	"M80.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hypertrophy of bone"	"M89.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chondromalacia"	"M94.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified disorders of cartilage"	"M94.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acquired deformity of musculoskeletal system, unspecified"	"M95.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Nonobstructive reflux-associated chronic pyelonephritis"	"N11.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hydroureter"	"N13.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified renal colic"	"N23"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other urethritis"	"N34.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified disorders of male genital organs"	"N50.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorder of male genital organs, unspecified"	"N50.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute salpingitis and oophoritis"	"N70.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic parametritis and pelvic cellulitis"	"N73.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified parametritis and pelvic cellulitis"	"N73.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Endometriosis of uterus"	"N80.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vesicovaginal fistula"	"N82.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Female genital tract fistula, unspecified"	"N82.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"	"N83.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hypertrophy of uterus"	"N85.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified condition associated with female genital organs and menstrual cycle"	"N94.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Postmenopausal atrophic vaginitis"	"N95.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Eclampsia in pregnancy"	"O15.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Eclampsia in the puerperium"	"O15.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Deep phlebothrombosis in pregnancy"	"O22.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Infections of kidney in pregnancy"	"O23.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cardiac complications of anaesthesia during pregnancy"	"O29.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Maternal care for intrauterine death"	"O36.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other uterine inertia"	"O62.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Labour and delivery complicated by fetal stress, unspecified"	"O68.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Postpartum coagulation defects"	"O72.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cerebral venous thrombosis in the puerperium"	"O87.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Newborn affected by malpresentation before labour"	"P01.7"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Newborn affected by other malpresentation, malposition and disproportion during labour and delivery"	"P03.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Light for gestational age"	"P05.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other low birth weight"	"P07.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified brain damage due to birth injury"	"P11.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Birth injury, unspecified"	"P15.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital pneumonia due to viral agent"	"P23.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital pneumonia due to staphylococcus"	"P23.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Neonatal aspiration of amniotic fluid and mucus"	"P24.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sepsis of newborn due to anaerobes"	"P36.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cerebellar (nontraumatic) and posterior fossa haemorrhage of newborn"	"P52.6"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Neonatal cutaneous haemorrhage"	"P54.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Kernicterus, unspecified"	"P57.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Transient neonatal thrombocytopenia"	"P61.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hypothermia of newborn, unspecified"	"P80.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Encephalocele of other sites"	"Q01.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified congenital malformations of eye"	"Q15.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other branchial cleft malformations"	"Q18.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformation of face and neck, unspecified"	"Q18.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Double outlet left ventricle"	"Q20.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Discordant atrioventricular connection"	"Q20.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Aortopulmonary septal defect"	"Q21.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other congenital malformations of pulmonary valve"	"Q22.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformation of tricuspid valve, unspecified"	"Q22.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Partial anomalous pulmonary venous connection"	"Q26.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified congenital malformations of circulatory system"	"Q28.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other congenital malformations of larynx"	"Q31.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital tracheomalacia"	"Q32.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital bronchomalacia"	"Q32.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital cystic lung"	"Q33.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital bronchiectasis"	"Q33.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified cleft palate with cleft lip, unilateral"	"Q37.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital absence, atresia and stenosis of duodenum"	"Q41.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital absence, atresia and stenosis of jejunum"	"Q41.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital absence, atresia and stenosis of ileum"	"Q41.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital absence, atresia and stenosis of anus without fistula"	"Q42.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other congenital malformations of bile ducts"	"Q44.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital absence of bladder and urethra"	"Q64.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Klippel-Feil syndrome"	"Q76.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified osteochondrodysplasias"	"Q78.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ectodermal dysplasia (anhidrotic)"	"Q82.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformations of adrenal gland"	"Q89.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Trisomy 13, translocation"	"Q91.6"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Klinefelter's syndrome, unspecified"	"Q98.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified abnormalities of heart beat"	"R00.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cardiac murmur, unspecified"	"R01.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Haemorrhage from throat"	"R04.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pleurisy"	"R09.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Flatulence and related conditions"	"R14"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified abnormalities of gait and mobility"	"R26.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Headache"	"R51"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Terrorism involving other explosions and fragments"	"U01.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedestrian injured in collision with pedal cycle, nontraffic accident"	"V01.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedestrian injured in collision with two- or three-wheeled motor vehicle, nontraffic accident"	"V02.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified whether traffic or nontraffic accident"	"V02.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedal cyclist injured in collision with other pedal cycle, unspecified pedal cyclist injured in traffic accident"	"V11.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"	"V12.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, unspecified pedal cyclist injured in traffic accident"	"V12.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"	"V13.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in nontraffic accident"	"V13.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Motorcycle rider injured in collision with pedal cycle, driver injured in traffic accident"	"V21.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, unspecified motorcycle rider injured in traffic accident"	"V22.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Motorcycle rider injured in collision with other nonmotor vehicle, driver injured in traffic accident"	"V26.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident"	"V29.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver injured in traffic accident"	"V37.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Car occupant injured in collision with other nonmotor vehicle, passenger injured in traffic accident"	"V46.6"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Car occupant injured in collision with fixed or stationary object, passenger injured in nontraffic accident"	"V47.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Car occupant [any] injured in other specified transport accidents"	"V49.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of heavy transport vehicle injured in traffic accident"	"V64.9"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in noncollision transport accident, driver injured in nontraffic accident"	"V68.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident"	"V68.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident"	"V69.6"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bus occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V77.6"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bus occupant injured in noncollision transport accident, driver injured in traffic accident"	"V78.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V79.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rider or occupant injured in collision with pedestrian or animal"	"V80.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rider or occupant injured in collision with other specified motor vehicle"	"V80.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle"	"V81.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of railway train or railway vehicle injured in other specified railway accidents"	"V81.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified occupant of special agricultural vehicle injured in traffic accident"	"V84.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Passenger of special agricultural vehicle injured in nontraffic accident"	"V84.6"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Person injured while boarding or alighting from all-terrain or other off-road motor vehicle"	"V86.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Person injured in collision between heavy transport vehicle and bus (traffic)"	"V87.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Accident to watercraft causing drowning and submersion, other unpowered watercraft, surf-board, or windsurfer"	"V90.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Accident to watercraft causing other injury, canoe or kayak"	"V91.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified water transport accidents, fishing boat"	"V94.2"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified water transport accidents, canoe or kayak"	"V94.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Fall involving playground equipment"	"W09"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Explosion and rupture of other specified pressurized devices"	"W38"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Contact with plant thorns and spines and sharp leaves"	"W60"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Assault by other specified chemicals and noxious substances"	"X89"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Assault by unspecified chemical or noxious substance"	"X90"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Assault by steam, hot vapours and hot objects"	"X98"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"By other specified persons"	"Y07.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"	"Y13"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Contact with blunt object, undetermined intent"	"Y29"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cefalosporins and other beta-lactam antibiotics"	"Y40.1"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Antiallergic and antiemetic drugs"	"Y43.0"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Thrombolytic drugs"	"Y44.5"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Anaesthetic, unspecified"	"Y48.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified"	"Y51.8"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Angiotensin-converting-enzyme inhibitors"	"Y52.4"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Shock therapy"	"Y84.3"	2	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cholera, unspecified"	"A00.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Shigellosis due to Shigella dysenteriae"	"A03.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Botulism"	"A05.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Amoebiasis, unspecified"	"A06.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rotaviral enteritis"	"A08.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other viral enteritis"	"A08.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Primary respiratory tuberculosis without mention of bacteriological or histological confirmation"	"A16.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation"	"A16.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tuberculosis of genitourinary system"	"A18.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tuberculosis of adrenal glands"	"A18.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute miliary tuberculosis, unspecified"	"A19.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Brucellosis, unspecified"	"A23.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Subacute and chronic melioidosis"	"A24.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Streptobacillosis"	"A25.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cat-scratch disease"	"A28.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Actinomycotic septicaemia"	"A42.7"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Erysipelas"	"A46"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Nonpneumonic Legionnaires' disease [Pontiac fever]"	"A48.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Late congenital neurosyphilis [juvenile neurosyphilis]"	"A50.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Gonococcal infection, unspecified"	"A54.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Herpesviral infection of genitalia and urogenital tract"	"A60.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Necrotizing ulcerative stomatitis"	"A69.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spotted fever due to Rickettsia australis"	"A77.3"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Subacute sclerosing panencephalitis"	"A81.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Eastern equine encephalitis"	"A83.2"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mosquito-borne viral encephalitis, unspecified"	"A83.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other tick-borne viral encephalitis"	"A84.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tick-borne viral encephalitis, unspecified"	"A84.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Adenoviral encephalitis"	"A85.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified viral infections of central nervous system"	"A88.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Varicella meningitis"	"B01.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Viral warts"	"B07"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute hepatitis C"	"B17.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified acute viral hepatitis"	"B17.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cytomegaloviral hepatitis"	"B25.1"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mumps without complication"	"B26.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other infectious mononucleosis"	"B27.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified viral diseases"	"B33.8"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Papovavirus infection, unspecified"	"B34.4"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Superficial mycosis, unspecified"	"B36.9"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Candidal stomatitis"	"B37.0"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Candidal meningitis"	"B37.5"	1	316128839	Unreliable	0.0%
	"2013"	"2013"	"Phaeomycotic brain abscess"	"B43.1"	1	316128839	Unreliable	0.0%
